user_id,session_id,event_index,previous,current,delta,type
Pr%7:'Rk:vWb!E:4s*AiVl`Q FVhkhlwLUB:Sv,e'T&%bE]=MEsuZ&4xGY%a5j?5P1:m1C[)hl0=oE\'F,2,2,4,2,skip
Q2pB5p\Df; e>oE]81nz>gvO[?%L6k 2i6DR8Y,"=Qx5^'L'CP#^[p$osy\iAH`s2)VWMt""Y @Y~E35|~=",1,2,5,3,skip
Q9 q|{3CbSx6wD|Drg@)p9B];IMxtCAiD!u@Uw,"VXZ?F?x9rP~Zff/_&^""Jt_fNprxp7?wd7GK""I$Rb1[",2,2,4,2,skip
Q<TNoc*RU%{0jv $/X}w|`k73Rn%nV\:'aNt5E,"Y&'6J3?CuA),H?jo854_jh.{OI,4!dy_z_e{""D>mD0",2,2,4,2,skip
"Q?\9X8QCv`;-By2hV$""ZYRFut[HA 7Trpg=xz2","w\O<O,ksDr)#P+E8H|.mS'16/ao$}/g zLRQU<y'!n",2,2,9,7,skip
QTWmqy+t'mb}PK'AuK@wM^|tw;`tu2B`9to8(Y,"Q#T:o=x]^9,7.SADF\bSc!}zFu{Vtx}&jon}:Xo4aH",4,4,7,3,skip
"QT`r(iD GN&,j7""GzHKVCW+{F;E% :NJQAi}hV",")`t(YY&@?xvE.b|GAT{,"".D+YG0opO~Cl ~X{|~[qH",3,3,7,4,skip
"QT`r(iD GN&,j7""GzHKVCW+{F;E% :NJQAi}hV",")`t(YY&@?xvE.b|GAT{,"".D+YG0opO~Cl ~X{|~[qH",5,8,11,3,skip
R Q[S2s e}(?Ol`gd`W4q+z885F jPE{ o&BHl,ktri+:S7qR~1\5@>%hWudt)K:IZ8j6|kU@9tgS rv;,3,3,5,2,skip
R!<c[<NRn7u%*7@WiLctCaBOPh#lxw <iN``VW,"9hN4$'$`Q=D%xq]'H68c-O+Hg?,u[#8\^KItP:|{1Q",1,2,4,2,skip
"R#y|e,}jB,~Mq:$+f~er}>O&U TEw-GlXj8lAs","]RZO,G~Il!g76/Oa@$G]zF-Wi0keZ2+?&)mH+'9Lht",4,4,6,2,skip
"R)Q)PR<bK_=zSmN^@&Dlx~TL""`Q$~rdG$:I1,]",dwn7&/[ GvMHD[j5nhsug-P$Eo(/VIs+JLF(Y qp7A,1,1,3,2,skip
"R9#G&l`IMCHZoU:A&>jRA&v[V35""<c [""eCPBz",f&k_N$Rm[e2gda4UBSqGMGa0FZ(FVx]TXGvZE+iJ%',10,10,13,3,skip
"R@^o$TDvL7""IXDiU=^RHj%~Bh!_w.RJ#vka=_y","@k2L0Iz^!3@&;>W-,JN?4PCRPW4w\AFhzf.(@rZrHX",2,2,4,2,skip
"RH)z&x9Cnq|2@qaY[""?g&w3FZTj6[FeXu`:`[W","foK9=7R""5k>\Vatx,cG|.Lo@]rN_P,T|)$^Nok@hl0",3,3,5,2,skip
"RIs0M2(LW.$B,kNjqRq]y*rg-}%6h&SZ2G[0X-","~AQ4%aP5P,TC,3{6""ePs@+DUK061oRV,3?w/Bu8fe~",4,3,5,2,skip
"RU}2Xw;_D3x).RXfB$izl0/a.y*""fX:_FOe>6N",`I`?<75IKhf}xUrqJ(u[E1K1&Keb#@7xpA\hDSTg=P,2,2,4,2,skip
"RU}2Xw;_D3x).RXfB$izl0/a.y*""fX:_FOe>6N",`I`?<75IKhf}xUrqJ(u[E1K1&Keb#@7xpA\hDSTg=P,4,5,7,2,skip
"S,c}T@s2J$y*!zDNEfCsFg/s}H|mN\?{Zy`w>^","v6IjNApmBqwTzR1UBB'On;c7?qK1FWm""M0-pS+d?og",2,2,4,2,skip
"S,c}T@s2J$y*!zDNEfCsFg/s}H|mN\?{Zy`w>^","v6IjNApmBqwTzR1UBB'On;c7?qK1FWm""M0-pS+d?og",3,4,3,-1,reset
S0!Heu>|f!tH$Naq#V(Fli|Bohaf|>|wq_+.LD,"4HDF>""LL7!XQ9T^fsBRJ|c`_ofC(!!8X*>>9;Eby~,",1,1,3,2,skip
S93;}43[s+<[_mU@ZV`l_*bzf7i?A!y0:d@+:=,"DO}zwNik`bIs_'~LZZT@6fHZ~SWKfJU$xmMT0\"" Wo",1,1,3,2,skip
S;V@r*Uz! -7qjUH_eSLh\TJ!l@j%iAWYI6s-{,"b3f^LB-n1++Nq,K\pm>5x-9yF3#%?+WmC)TL(i72Wp",2,2,4,2,skip
"S<wc4Nx7HC@]^TDN<nYA%`Dcx[m8[R]3z""r`[R","!MHiU/""jkG[|Z79p(hQ,9lC[l!|[ *y%ceV8cq2}1W",2,2,4,2,skip
"S=1>rW4zkf!~OpZY@#&:e=8""F2xReK)r^.z.O2","zV)KO@[R}sdJUB{5D1A#u""+U)jrHXol29+iL$:vh^O",3,2,4,2,skip
"S=1>rW4zkf!~OpZY@#&:e=8""F2xReK)r^.z.O2","zV)KO@[R}sdJUB{5D1A#u""+U)jrHXol29+iL$:vh^O",6,6,8,2,skip
S=e#QT[4/ r#S'=zI84J>f\1i<T/Wl3Pa<zE+#, rAUX $sYhRZ{OvEg.O5'^W;RVx4gDZfmpL>EC%3i+,2,2,4,2,skip
S?Bl1juw<_lmEtjCQB^qRf;dV@L#2j\;n_%Z_T,|t#\{4eo[A-eDQbJAqv4MP2H HgTQk'}-4$[..n=E;,4,4,6,2,skip
SU@$B$JbPUxzK^;Ih\Ow oWJ3I)z|Ij_lA}JfH,"h=O0muBuikl/HPNRb7A;{pH#ctf=$/%Rv&^S,ytPNy",3,3,5,2,skip
SU@$B$JbPUxzK^;Ih\Ow oWJ3I)z|Ij_lA}JfH,"h=O0muBuikl/HPNRb7A;{pH#ctf=$/%Rv&^S,ytPNy",4,5,7,2,skip
SU@$B$JbPUxzK^;Ih\Ow oWJ3I)z|Ij_lA}JfH,"h=O0muBuikl/HPNRb7A;{pH#ctf=$/%Rv&^S,ytPNy",5,7,9,2,skip
SYMML6HxH08dxiQ|M?A.m]b3W7Ltr3<COrCo;O,"zdwT,`7GZ:q?:7|m igP\.P<,A8/M-P8,B;oei)wQ-",2,2,4,2,skip
S}| ok}L@e7|\?rnc_Is2_dUA|Y2*f*J+j$>jM,"B7N{F<ZPZzhx^,dG6&R<w?mM@>=1txN[G54wDen\\^",1,1,3,2,skip
"T*KeR}L.cna""n0v{Z& Mx+c,W2VcyJ3'?iS>V2","jo56K-)(dr6!wk_?x&""!j9+LTa(P{K%l}3L@6=ZVSm",2,2,4,2,skip
"T54LOvRB7cX:4fFIsABL#\"";3UALN<`n<@~?Ho","bBAU,JDbH?nh""HpW+wq2S%I:=1t\kift/KH3|46P:d",2,2,4,2,skip
"T9U> {:4$j`-9mqNo]v-g|~G4~~34"".]ziA4Cj","E|$t|Q,p#'$P=5I5*]Ih-~=9WCeFRxL\aL4Zo(z{<x",1,1,5,4,skip
TXu5{%841bXGHx lA<x[!aMRBdx4McD6[/S6J|,"md0`y#`n=#i=I\""#""/\DBz:7`&;=(IT7(|Wer^zgi\",1,1,4,3,skip
TlZBbAa%(Xb32ZY21 9#([fa]_M*s>|OGw8pGG,"yA~dwmM""UD%d3l499E?uhrTEFkC!2ce+f!-j/?v%[\",4,3,5,2,skip
TzOU:]>a+ys]pYI`N)f99Vi[;i&}1SGiKt<qp(,zZeQe1gllDawBLK6pu<b%udWwb;^P/a{kGu8UdwanZ,4,2,4,2,skip
UL?cbdR^(0GuEW?{1(Y3A)}>w(b'W%PKD-T)@b,!$Rh$3(Yd<I)YMxbP/Sajg$:?%qvqV%RfFiI:_Czr?,3,3,5,2,skip
"UOrMj;.&r&XFW--B[v$qC6^B""=?dbB9#V_a5GC",*01^l&O`J&<**Q_gQvU:AlEq9e9Ov3z`kWEOyp8'2e,3,3,5,2,skip
"UOrMj;.&r&XFW--B[v$qC6^B""=?dbB9#V_a5GC",*01^l&O`J&<**Q_gQvU:AlEq9e9Ov3z`kWEOyp8'2e,4,5,7,2,skip
UQH_.1{>a+-MY+]$+~CM|:voIhajis~C+`rEiF,"fD),sSzmLj#.A""5qd~:rr+6*Fko9S[l7iVPTH~%8q!",5,5,7,2,skip
"U^C9oz6Px [vK1Dy>D$.>SuDa:e$C\E""m"";@&9","~+j{n)2v?u[q(iE.Bys""mcK0?PJFh%\'NuuHX%UuYG",1,1,3,2,skip
Ur`zHBb} 0w.-(~gf+Adm{pA<5=pYbE IJM*Qh,"n:-.w+oPF/(nOg2DY+GEHYA$FU&}0Bs""}g4i#kM:{p",2,2,4,2,skip
"Uu7""G>0fAjQ|e~sW""Z|x^Jt(][/t`sZ!SiHE)Q","\n]UK4:,4dD""woU}uJPSG""czL$SX`.}M$):aT81/n.",2,2,4,2,skip
"Uu7""G>0fAjQ|e~sW""Z|x^Jt(][/t`sZ!SiHE)Q","\n]UK4:,4dD""woU}uJPSG""czL$SX`.}M$):aT81/n.",4,5,7,2,skip
"Uu7""G>0fAjQ|e~sW""Z|x^Jt(][/t`sZ!SiHE)Q",wFD@s;4k`~|}]yss\e1lN)~rmefJF`hH>sUUDhAmc`,3,3,5,2,skip
"Uu7""G>0fAjQ|e~sW""Z|x^Jt(][/t`sZ!SiHE)Q",wFD@s;4k`~|}]yss\e1lN)~rmefJF`hH>sUUDhAmc`,4,5,7,2,skip
UxZ4sa4(j]SMU-|=dG2.5Q^QJ'XCUv q''RTC9," PTrs]WV~~xJ`$I1CS=LYowuAOQ""8.hMcSLY?0\0Cr",3,3,5,2,skip
V2XRx^d1\[{W:dyr^-.#SV2Nt&Hc!S{eaRp41l,"zL.aL9[JVe h]~k(HhCs3~i~""H1FnkH~Mrha}IO_@d",1,2,4,2,skip
"V3SH[1UzOTPV>?BfcT<hgH\xyn{!%oaf"" x!9E","Ve[7=W,tk>DB,TiTG -!O*_""B)h;!Wdr*;Odft_bB+",16,16,19,3,skip
"V8,nm dG0*@.Jk(m(L)hRac%cEeVLV5e|g_KQz","P}8PL(%aZWZjyJ_:%nqW#WkB`XXrV'O:""tZbWPox2d",5,24,31,7,skip
VEc2yR9nt{})]D]!K+W1I-nq{b<o0n8>=lA8Do,G{s8/?Do{<fXwm)xw!?&em?\Vc/TDsA=~%tN2]?6XF,3,3,5,2,skip
VGH4QQMH;M?uL()>rSA).|R~lQB)1Q`.S`1F5[,"RM'~6uRh}LA!d""ZjZkPqFA[5+IZf<~i-nSmHe}?63!",4,4,6,2,skip
"VIlN; boH<3m;zZykEa""j]kB""x,7+wQT]:X%9~","E+kP""U!4k<[s>*`D1{%3)Ag7RLHcu#>N}5?^%*S)Ug",3,4,6,2,skip
"VJi-Se|HC0l)-cc;6dAuz""!ch'Ef|(+IjN-m8{",V>@CC8aw.eJF#sE[.3V}#^p]'P[<fxcvnH`4lRT&4.,2,2,4,2,skip
"VKK&/sxwU-nN9a,k;swS""e,}E =v[8D!2ypZ2+","ov:cK.Z@Ow'jY|%Jf>B6@~Goj3CExSSWcj7sy3Zj""'",1,1,5,4,skip
"VR]tk,>0M/<TgIq/WFL %tmttjuq_Fc5SW#tW$","_'[)T,8\-4pt2tZ(CV=cI9m%LX|y0'"".xFazcN7NP ",2,2,4,2,skip
"Vc)V%>,MRtF&Zw?""3`~Bi`vN0Gn*t_:KXXkD+Q","6;""Tm>HAdzw].ZWIP?JBdE)Q5<1P)TldR0,=FOH:5Z",4,4,6,2,skip
Vso2V$xQTJGWcU+vM%A[J'6$Kyfogb;L$|Wt*w,"*~ Fz`HCYuf\3$rEi{Jv~,_"":9Jes($m+WUr@ZFqbX",3,3,5,2,skip
"VuK[dCqJhy""XriQ`"">:eH+XE3z3IE*v2pgOjo8",#BTEa%;.+M(y~U+fNC`~.Sb*ZHbz}2-Xs7hX:OXlgJ,2,3,5,2,skip
W L%T3iFEX(A/Q`c. ^r7r8 i$n\^T>k-f4w/s,"0Q/Tc{x6/=4;V6s=rS<:4[FK/M,-{e<]uWq'&o4""e9",2,2,4,2,skip
W L%T3iFEX(A/Q`c. ^r7r8 i$n\^T>k-f4w/s,o-TiR;5MvMnNH95<g<}nblX2$P[}!yn* 0~\)[@;r*,4,4,6,2,skip
W%uPWvDmb-;G!@>a!Sg|9.93GsD)!`fIsfp<dU,"\TkcQ/XD!Y2XS>WcPW,.F-6;SC:)=;2:6%mRV`#~ot",7,9,11,2,skip
"W&^:X\@&4/oQsT""3+<BD.Ys.^-~%U>Jyi7iH.y","rrDf4r1Jm6oH@AU""'RFpM#3eV`Khq|){$>ADeOe~(Y",5,5,7,2,skip
W'~|bbP-Ztvi<&pp)1OM5(#(GAXWkOWTnCIrNV,l;!>513vkqUCrEjzf`]z'84QZn&djby_t`:HR_i9.@,2,2,5,3,skip
W/9Cqx[f?kFodKOSBIxux~r|(/4i'e{lig~}1S,"4qo8QBUU}ibYI8`2(J"" 2AS(gLOv4$D M&*-m-<iRR",8,8,10,2,skip
WWf[bxl8X/2-EA_wem9>EJ=2+9KA818_>pun#P,"'VT)v1`|D ?=4r:rS<&UCeUhaqFk332W""BRGtIr%KG",3,3,5,2,skip
W]?4?C:Q&h*#FLYVhuVo.\7/zG!G@'lZ]_tp]=,"/?Mm""EPSVy[Z6u+\'$^oAB?13Z4PC3%""jMb,f?pb@7",3,2,4,2,skip
W]?4?C:Q&h*#FLYVhuVo.\7/zG!G@'lZ]_tp]=,"/?Mm""EPSVy[Z6u+\'$^oAB?13Z4PC3%""jMb,f?pb@7",4,4,3,-1,reset
W]?4?C:Q&h*#FLYVhuVo.\7/zG!G@'lZ]_tp]=,"/?Mm""EPSVy[Z6u+\'$^oAB?13Z4PC3%""jMb,f?pb@7",5,3,5,2,skip
Wb +4-<l}pa/8-I`}bip3kv#HIT8Q&qG<l6&dh,JQy/_Z<a>9z@2MM4a(<){2ye;|:M\]MIJ6%i$mztxJ,4,3,5,2,skip
"WbW{MnC(nO,CC;ub\w'0SFT )OY5eO6O4kx-U$",gG/z#V+D;H31HG'!LxebMLa<j:y7.f=~Thn&`.@M4^,2,2,4,2,skip
"Wg%8~ch9&JHM|""v9'ejwZq,W^PFgkCaWb?{;+,",GoSPA>LqKaV&Y#X/1:*YN9A0[iNU_~)!I4{`v\U6+Y,3,2,4,2,skip
Wje p[x%H-sMMzD ^{'M/{edK;5}~l!o![TK36,]N@B%m:IN*+oD0Gy\n&1704%>7PF+408 f@`|/ypsc,1,2,4,2,skip
"WkJ;`Zy!\q~HQDo^RMvkK-z3lX^,B5[qyWf-)r","h!rfrbWtFA@\O~c2hh,^\M}`5k^oI[dBhg\8Bl+IDW",2,2,5,3,skip
WnMRS-Af$dQQ1qi_fNu:Q}a-G/]upZZjr$DIG@,"R<kt7b@BfK*4\23v,`S*Kk#~S1Pkl0{/a@O-2X}9Mc",1,1,3,2,skip
WoYN{?1l\Dif'-EF~oF@O<C=cfT@G<.&0mb8dc,g6q:w+^t2o(::<nP58S?NfXhXaqS(9v;'y/@fZ`@U4,4,2,4,2,skip
WoYN{?1l\Dif'-EF~oF@O<C=cfT@G<.&0mb8dc,g6q:w+^t2o(::<nP58S?NfXhXaqS(9v;'y/@fZ`@U4,7,6,8,2,skip
Wp;k2Vk`D[<TAS%KkyExN]U]zO\_6=~X:?0+/h,k)Y W^><f_dG0nQgR.VCgZ+8egG+-fbGng/-krD_>r,1,2,4,2,skip
Wq'o-hZeS%21!^yKngW:`S-uH*kTg\^~tDVALd,"#K-v-PaR{NOF B~`&q""(P<CLD,m+ntJTiT_/ 8h2}?",3,3,5,2,skip
"Ws87N#?7oa0Z""Vx|#""-Tc%CjhL\-A!*Zs3:3+{","}%"".m3T$SW]NVh/;viUsEwpN3M/nxWG/'\>3$Pe9VW",1,1,3,2,skip
"X$y{C?=6h4//AX6niJ3L#,:Z5LZ]PA*?yLNG3:",J|0d\ij>Tv=;uEf 5}q*t[goqk`orw5j$nn+]WN5n[,2,2,4,2,skip
X:#[3oD6z 9*fwUZ_:.38#\$WGOB67vv1K+v9N,"c[~b:Oqb_uO7,2S\J-s$},X[<|@Hn,V~0l+3B$6N.f",3,3,5,2,skip
"X<@hpk.{a""VdH_pX'Z+F5tx96VAlE3}]v%"",Sl","h$UQ;S\(~FlW&R,i5%Ze$P!$5j9-XN9gKk'N192:;v",1,1,3,2,skip
"XCT0GgMH/p_36YJ8,GO#=mX_jz5+#K`ph$*g2Z","`X\aFBB^gQvJ'9|Sr)IPUGz,PI/Cdxp$iJj]IpW2D#",5,4,6,2,skip
Xb64]r(pUH/s21U$8^WZOW%WU|&;l5>hAQr@A?,"4Qa3,0M[=UI&quPWN?l1;`z#*J^X)V?y[oT>[{""]ay",5,5,7,2,skip
XmT7of<bx];]Ly$unVkQEu[0+U@y7RTr3RFqB8,"np%RD""d&cZ7o'MF=/c7A?@-_b2Wa,i(OSn1h]Z|EM]",3,3,5,2,skip
Xp3x<7P]c5t3~>o_;;Gox\>pQ^t;8\m(Svof|X,"+#QP+Eb&??_9vV{?PlH)zOD~H,lC{qS$#0>*qk$+PF",1,1,5,4,skip
XpwP2xde]BG%gtRA&J4K>nZ 9Zh'y1_$pyGqV>,"(g4Jqo)D8<q|jN{Z`^aVjH/o4?#4"":a{3;DX?H}.ku",14,30,32,2,skip
XpwP2xde]BG%gtRA&J4K>nZ 9Zh'y1_$pyGqV>,"(g4Jqo)D8<q|jN{Z`^aVjH/o4?#4"":a{3;DX?H}.ku",19,36,41,5,skip
XpwP2xde]BG%gtRA&J4K>nZ 9Zh'y1_$pyGqV>,"(g4Jqo)D8<q|jN{Z`^aVjH/o4?#4"":a{3;DX?H}.ku",20,41,43,2,skip
Y&h?>v~$o.|$Uw92AW6[n-}D:(x-#WlesCXB7w,"0Zkly$"" ,=i$hh:h{Gc`I*/o3?(9 \CCH""AlXeVFwS",3,3,5,2,skip
Y&h?>v~$o.|$Uw92AW6[n-}D:(x-#WlesCXB7w,"0Zkly$"" ,=i$hh:h{Gc`I*/o3?(9 \CCH""AlXeVFwS",4,5,7,2,skip
"Y+%\BdL0u[)=""&\Qx$,q2hbJ2H3q1{7C:uoL>o",cLSB@mn@[&IF['c`[:ByK_+`EN)xqF%{.pg:;~\L4c,2,2,4,2,skip
Y8yHWg<%:#\S1o6r:O*-kES)K7G?ey;^#mN4&Y,"s%E&yEmDm-Fl>B$ian""%sL.hukx[vz[)dDaD""dF:Dk",1,2,1,-1,reset
"YG2p;:3,+h@&#X@x,se_As/O[Wr<A%$5#BsB$@","N'-'EQ$m'|G7 @uGH)nCt%-6JM(gT""CH#c7>w@NWp6",2,3,5,2,skip
YRAe^uAtP^d$KtU-k\bN[qY?/ZD1$JK`++hetb,";#>x'Vjsb=Fs0:R8:,'h2`5@cC5A/heZ}\,^eZ2<BY",8,4,6,2,skip
"YbOBm6e,)6H0$b*=3""RAC<Ddt!mH7KU8'!F!Ns",j==S4R[ m#+jo=Pxb*Su_5(>-/E'*dy\3ZvM6|O}Wu,2,3,5,2,skip
"YbOBm6e,)6H0$b*=3""RAC<Ddt!mH7KU8'!F!Ns",j==S4R[ m#+jo=Pxb*Su_5(>-/E'*dy\3ZvM6|O}Wu,3,5,7,2,skip
"Yg*1MeC:X9""Kq(ezAl=ux1|UDCH85~""5`c2{*k","vd4D93^)2.,nw2F{{}jp:\<s{fGDfSx8SEN(&FItMC",3,8,15,7,skip
"Yl)m3Z |[?tLh/2$K!];6,2HJJD5g&g\npED9r"," LaYHr[O?6CLwSSKkJ[nR(r/D+|RvApZ%u[?K""]/t\",2,2,4,2,skip
Z8~<J>1IPdYu6[rsZK.%.mSC{7O);{ ?TSCmtW,"p:5_c}.TLXJ|w|Kbi@:I|OQ^e:!rfeOtocOqm#""EN{",2,2,4,2,skip
Z8~<J>1IPdYu6[rsZK.%.mSC{7O);{ ?TSCmtW,"p:5_c}.TLXJ|w|Kbi@:I|OQ^e:!rfeOtocOqm#""EN{",4,5,7,2,skip
Z8~<J>1IPdYu6[rsZK.%.mSC{7O);{ ?TSCmtW,"p:5_c}.TLXJ|w|Kbi@:I|OQ^e:!rfeOtocOqm#""EN{",5,7,9,2,skip
Z:M3RNX\]m?pGd6XTH Pct/cKz@QQ]xzW!h;aU,"0uAi)r!1""%fT=)4I8.2Sdd9/%^ef7,klb/_FTq@KVL",6,6,8,2,skip
"Z?_^J:hn;LW#}0YyIdvpJO""zLm=Ak)wc=Y_m/$",lvu~S.\$y`S{OtBEo8^Y0l@T/C&b^p=f@#9IJ~hn)0,7,7,9,2,skip
"ZAo*1q'gb?GW=1$8*1lR""1h7SLDC[P!u7]9)-W","-uSJ:$Tyg3d(-T476o/,|V|2Pfq|iT""bEXE%ENxHLs",1,1,3,2,skip
ZC*s%@:V{\W/zq*IQZl4XO`[q6c&I!F:|pAMou,"IFO_2=""&R4|W43Kzu+`g$4n7_kP$dtpgAeocY0=62q",2,2,7,5,skip
ZKlR0.3SHdAzzk3MH'{E!V;*sIA>`-MHUlfG+b,0f5_tlQv~g C-~xuhcm%:(6fW<2t`>;{uVzt5u5O8x,3,2,4,2,skip
"ZZPdJFD&mSc%O{b<,]1m'='Dmq]^#Q20*52NO]","\U)1zCC' X@7oTeF%gq#J5{X0t|Il<,MV1,6GOJ(}t",2,15,17,2,skip
"Z\.3p8IQ$Z""*9o4PB&!z\#8))'~ZRO+w:uzVUq","v<Rz\=m{d""=L(I*m)/(GFSpC=v/3n""4%V0d={rSBbQ",3,2,4,2,skip
"Ze,Y.>b|6""<g/5L@>'A{:w!2]]<Fi=/,s6~bR&",")AO$<=Iy.ImDNvd\ovC0kflkw<\1,RvTg(~Yq;OTd0",2,2,4,2,skip
"Zh<^L-XvmHW>/rnD,z?(0'mC""fWNvL,c;I3-EY","W,t""(rw^yjngs[DG:Ky%7ZepeBH**k<GiVb-_o8q !",2,3,5,2,skip
"Zh<^L-XvmHW>/rnD,z?(0'mC""fWNvL,c;I3-EY","W,t""(rw^yjngs[DG:Ky%7ZepeBH**k<GiVb-_o8q !",3,5,7,2,skip
"ZjPeyP!zG[sF#o]M]u""[nd0VOLm*tgj7D|#~&k","?Pe_b""D].`jqvy&5!^sVQj14*)j{c>nS8a .O|fLv5",3,2,4,2,skip
"ZmC|PXj};~=3mlYjG-Ulq=""ak>}C*a)F/9E'$r","yR&@nlmk!p2Il1R-+2g;b~!azrA/pZbI;?0,'>#wNk",7,7,9,2,skip
"Zn'Mr2Vz3ral]R{,O4Gbn+~~ECtjt0?V+/0l(A",L.L-7Wfdp$uHZ?uRRzZ(=bowGT{#Ks|JR_]+bxUwAp,5,4,6,2,skip
Znc[CMo%:y^LOYqtdp|!'Yc`VqJh]`ZhSL[tmi,x!LE9H| *..|&zQz-7+!ZwIsk/[|J/dS4#JtvM@t$R,4,7,9,2,skip
"Z~/cv)JOH|XzxE*%c{^!Csujn#n%#F-pO^""R]7",<4%O`(\8:F;!15t~qd.10l`8:=C~Tq$9UX7fGel0+g,1,1,4,3,skip
"[+a.ZP14[=hB%;Zg_""WA3Rqawb}9K!ta87@`d,","y7u9e(g)UEKbHX7'zY,PK0dnOB=0l#':!B\<(9.33q",6,6,8,2,skip
"[1YMUQG}J=;Dz4rIwt4|mgZxmr^%T""Xgv[F7im","|0iC""8w-mM^Fsjr%^.&_'~'db44?KKT^{>9h  *Q->",1,2,1,-1,reset
"[1YMUQG}J=;Dz4rIwt4|mgZxmr^%T""Xgv[F7im","|0iC""8w-mM^Fsjr%^.&_'~'db44?KKT^{>9h  *Q->",2,1,3,2,skip
"[8,s!f.qt9~)}yJ*,4(\;g8yBS hvj;]UejX=V",7xK(+S+llKY-j 2t{*GRjw6W|D[woTP_{j4yH28p5K,1,1,3,2,skip
"[8,s!f.qt9~)}yJ*,4(\;g8yBS hvj;]UejX=V",7xK(+S+llKY-j 2t{*GRjw6W|D[woTP_{j4yH28p5K,2,3,2,-1,reset
"[8,s!f.qt9~)}yJ*,4(\;g8yBS hvj;]UejX=V",7xK(+S+llKY-j 2t{*GRjw6W|D[woTP_{j4yH28p5K,3,2,4,2,skip
[9E?o5n!|0)8&Ej!%AA]VVi(ha6Ks]|`KfS?v',_XIg9_{I2N*H:fxn[cE/VeVU&O6Db79E='L<CE@$[?,4,6,8,2,skip
[N6UGj#c[ia&`=sLaz(tK~nj:9-fueYYCE+r(;,"5fPhV:Bs_hqvJ[6Oi6'6""|J%Minx5w)P |xi5NT#ck",2,9,11,2,skip
"[aFR|8h'ZV`3o.y9mlm^""LS?nA~GcdEw`8T)4q",\B^({ %2K#A~}3??$Ox*^[6 MR@2g6TVz*c='5b`C[,10,10,12,2,skip
\.X!o`6<V}Sh;uH]q76G%JDxk{hR{m^G}}LO4V,~`+1czu6y@l3$c5_x4^^X=gQ1Lj\3~*'pE(t/d[1d7,4,4,6,2,skip
\2p_&D;[d:{_h|VI%4mde8CGmTqAmRAGhF#2ih,"CZ<a*&&Ojq-kQgl,N4(H=\fw~^7Mf`Y5Ch\/g2qasK",2,4,6,2,skip
\?axXxZHMi`Tz+c|wW+L7Mf\0)RcCAc@&ANZM[,rcsRK^_><bvgqoV//PB.TpAygfP3*~e'zwuPuy}{24,1,2,4,2,skip
"\@N6v&[\vowYj({%jD(V+KSjs pQ^@MyG>k5,<",k5=tnpFN%jF|8cyK-4HOYTH:;b1jxp2Nm^Ui|or)wF,1,1,4,3,skip
"\Cuex2 ?p$~c+;Yvh1>wqohR]+D64_Uc29"":'{",s~jjDtA[yOA`4VA81E;|^G}]jGM|l~Yg0zS)5G^]sj,1,1,3,2,skip
\LrQ`rL@d*^)6V5g.uR +1v[B33ZYgWF 3-mN(,g-2]}D:\M92MUdn^QAs;y?iWd]+khub8jQC_HYC|PX,11,11,13,2,skip
"\O)^5P]<afMP.3X}u1b~m62n%q#^:Aj,!<I5N5","O_HLyNTj,3vBicgc""Xk""65\=m6P36CO}|X1s8`zks,",1,1,4,3,skip
\PSv`kl7j!HaIXfQ*d%r Z+01ZHv2qU@d8sd!U,$E3Ik\SPwWwne3jNkOvfmfL|yIGN6 B7pm\O]5.;li,3,4,6,2,skip
\U%'3t#zzx1?VK|~8belnXpQG:&B$Lv<*M<l}8,]?(#'CqZS7$ :RIs!ak(~n!}|cfJJ<Dpy'Sx!heB{H,2,2,7,5,skip
\U%'3t#zzx1?VK|~8belnXpQG:&B$Lv<*M<l}8,]?(#'CqZS7$ :RIs!ak(~n!}|cfJJ<Dpy'Sx!heB{H,5,9,12,3,skip
\U%'3t#zzx1?VK|~8belnXpQG:&B$Lv<*M<l}8,]?(#'CqZS7$ :RIs!ak(~n!}|cfJJ<Dpy'Sx!heB{H,6,12,15,3,skip
\U%'3t#zzx1?VK|~8belnXpQG:&B$Lv<*M<l}8,]?(#'CqZS7$ :RIs!ak(~n!}|cfJJ<Dpy'Sx!heB{H,7,15,18,3,skip
"\Y2`G/MZ-#GC90wx$X""e<F@~EafOBA|R'=?:bT","V)V/k-XhO=8s_.""~.uD:Gz r1p|5?Q^A^2F%YLNh3V",3,3,5,2,skip
\`{s<L5dV<2W6SdVBy7djlH~@'A`&?F9S$XFB ,"-C.6kHN}y$ms^P`Ad<!1';ai3""'u'y7rHZ/:=|ai{E",2,2,4,2,skip
\`{s<L5dV<2W6SdVBy7djlH~@'A`&?F9S$XFB ,"-C.6kHN}y$ms^P`Ad<!1';ai3""'u'y7rHZ/:=|ai{E",4,5,7,2,skip
\x!$?#II)v:'hcfBc)TN6}Vj~)>MA(c=k[JPR-,"Iy;mYVoJIn !6P2zd6;"",Mr0=X)1&ult""7HDfCM]U<",3,11,13,2,skip
"\yeMG/cQpW&3:Yr<f/v,]mR~\`ZGd;X;q]my8i",TBS8~;Wo?*/tqFu|06$)5:h%1r7E@W>.GBzDTRnOZ],2,2,4,2,skip
\ylU0B{mF%-|-GYM0qLC7HF<|0U-'6@5:$(u|*,"PrWo/m5[""{D*&?xY(b4*zuUK!mGUHW,ARB/l\_SXsI",1,2,4,2,skip
