start_ts,channel_id,dur,title,series_title,orig_title,slot_name,sport_type,event_type,season_type
2024-10-10 07:15:00,4,7199,"2-я Бундеслига. ""Кельн"" - ""Ульм""",Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025 25/0  MCH. 2-я Бундеслига. ""Кельн"" - ""Ульм""",Футбол,Чемпионат Германии,2024-2025
2024-10-06 11:25:00,4,7199,"2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025 26/0  MCH. 2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол,Чемпионат Германии,2024-2025
2024-10-06 19:30:00,4,6899,"2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025 26/0  MCH. 2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол,Чемпионат Германии,2024-2025
2024-10-07 05:10:00,4,7199,"2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025 26/0  MCH. 2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол,Чемпионат Германии,2024-2025
2024-10-07 13:30:00,4,7199,"2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025 26/0  MCH. 2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол,Чемпионат Германии,2024-2025
2024-10-09 01:00:00,4,7199,"2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025 26/0  MCH. 2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол,Чемпионат Германии,2024-2025
2024-10-10 11:25:00,4,7199,"2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (2-я Бундеслига). 2024-2025 26/0  MCH. 2-я Бундеслига. ""Фортуна"" - ""Гамбург""",Футбол,Чемпионат Германии,2024-2025
2024-10-06 00:05:00,1,7139,"Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 31/0  MCH. Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол,Чемпионат Германии,2024-2025
2024-10-04 18:25:00,4,7199,"Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 31/0  MCH. Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол,Чемпионат Германии,2024-2025
2024-10-04 22:25:00,4,7199,"Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 31/0  MCH. Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол,Чемпионат Германии,2024-2025
2024-10-05 06:40:00,4,7199,"Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 31/0  MCH. Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол,Чемпионат Германии,2024-2025
2024-10-08 03:05:00,4,7199,"Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 31/0  MCH. Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол,Чемпионат Германии,2024-2025
2024-10-09 15:35:00,4,7199,"Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 31/0  MCH. Чемпионат Германии. ""Аугсбург"" - ""Боруссия"" (Менхенгладбах)",Футбол,Чемпионат Германии,2024-2025
2024-10-06 23:55:00,1,6959,"Чемпионат Германии. ""Унион"" - ""Боруссия"" (Дортмунд)",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 32/0  MCH. Чемпионат Германии. ""Унион"" - ""Боруссия"" (Дортмунд)",Футбол,Чемпионат Германии,2024-2025
2024-10-05 13:25:00,2,7199,"Чемпионат Германии. ""Унион"" - ""Боруссия"" (Дортмунд)",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 32/0  MCH. Чемпионат Германии. ""Унион"" - ""Боруссия"" (Дортмунд)",Футбол,Чемпионат Германии,2024-2025
2024-10-06 07:15:00,4,7199,"Чемпионат Германии. ""Унион"" - ""Боруссия"" (Дортмунд)",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 32/0  MCH. Чемпионат Германии. ""Унион"" - ""Боруссия"" (Дортмунд)",Футбол,Чемпионат Германии,2024-2025
2024-10-08 10:20:00,4,7499,"Чемпионат Германии. ""Унион"" - ""Боруссия"" (Дортмунд)",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 32/0  MCH. Чемпионат Германии. ""Унион"" - ""Боруссия"" (Дортмунд)",Футбол,Чемпионат Германии,2024-2025
2024-10-09 22:55:00,4,7199,"Чемпионат Германии. ""Унион"" - ""Боруссия"" (Дортмунд)",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 32/0  MCH. Чемпионат Германии. ""Унион"" - ""Боруссия"" (Дортмунд)",Футбол,Чемпионат Германии,2024-2025
2024-10-05 13:25:00,4,7199,"Чемпионат Германии. ""Байер"" - ""Хольштайн Киль""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 33/0  MCH. Чемпионат Германии. ""Байер"" - ""Хольштайн Киль""",Футбол,Чемпионат Германии,2024-2025
2024-10-06 03:05:00,4,7199,"Чемпионат Германии. ""Байер"" - ""Хольштайн Киль""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 33/0  MCH. Чемпионат Германии. ""Байер"" - ""Хольштайн Киль""",Футбол,Чемпионат Германии,2024-2025
2024-10-08 15:35:00,4,7199,"Чемпионат Германии. ""Байер"" - ""Хольштайн Киль""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 33/0  MCH. Чемпионат Германии. ""Байер"" - ""Хольштайн Киль""",Футбол,Чемпионат Германии,2024-2025
2024-10-10 03:05:00,4,7199,"Чемпионат Германии. ""Байер"" - ""Хольштайн Киль""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 33/0  MCH. Чемпионат Германии. ""Байер"" - ""Хольштайн Киль""",Футбол,Чемпионат Германии,2024-2025
2024-10-05 16:25:00,4,7499,"Чемпионат Германии. ""Санкт-Паули"" - ""Майнц""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 34/0  MCH. Чемпионат Германии. ""Санкт-Паули"" - ""Майнц""",Футбол,Чемпионат Германии,2024-2025
2024-10-08 18:45:00,4,7199,"Чемпионат Германии. ""Санкт-Паули"" - ""Майнц""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 34/0  MCH. Чемпионат Германии. ""Санкт-Паули"" - ""Майнц""",Футбол,Чемпионат Германии,2024-2025
2024-10-10 05:10:00,4,7199,"Чемпионат Германии. ""Санкт-Паули"" - ""Майнц""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 34/0  MCH. Чемпионат Германии. ""Санкт-Паули"" - ""Майнц""",Футбол,Чемпионат Германии,2024-2025
2024-10-06 13:25:00,4,7199,"Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 35/0  MCH. Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол,Чемпионат Германии,2024-2025
2024-10-06 21:30:00,4,6899,"Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 35/0  MCH. Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол,Чемпионат Германии,2024-2025
2024-10-07 07:15:00,4,7199,"Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 35/0  MCH. Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол,Чемпионат Германии,2024-2025
2024-10-07 15:35:00,4,7199,"Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 35/0  MCH. Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол,Чемпионат Германии,2024-2025
2024-10-09 03:05:00,4,7199,"Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 35/0  MCH. Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол,Чемпионат Германии,2024-2025
2024-10-10 13:30:00,4,7199,"Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 35/0  MCH. Чемпионат Германии. ""Хайденхайм"" - ""Лейпциг""",Футбол,Чемпионат Германии,2024-2025
2024-10-06 15:25:00,4,7199,"Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 36/0  MCH. Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол,Чемпионат Германии,2024-2025
2024-10-06 23:30:00,4,6899,"Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 36/0  MCH. Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол,Чемпионат Германии,2024-2025
2024-10-07 09:20:00,4,7199,"Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 36/0  MCH. Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол,Чемпионат Германии,2024-2025
2024-10-07 18:45:00,4,7199,"Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 36/0  MCH. Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол,Чемпионат Германии,2024-2025
2024-10-09 05:10:00,4,7199,"Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 36/0  MCH. Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол,Чемпионат Германии,2024-2025
2024-10-10 15:35:00,4,7199,"Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 36/0  MCH. Чемпионат Германии. ""Айнтрахт"" (Франкфурт) - ""Бавария""",Футбол,Чемпионат Германии,2024-2025
2024-10-06 17:25:00,4,7199,"Чемпионат Германии. ""Штутгарт"" - ""Хоффенхайм""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 37/0  MCH. Чемпионат Германии. ""Штутгарт"" - ""Хоффенхайм""",Футбол,Чемпионат Германии,2024-2025
2024-10-07 03:05:00,4,7199,"Чемпионат Германии. ""Штутгарт"" - ""Хоффенхайм""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 37/0  MCH. Чемпионат Германии. ""Штутгарт"" - ""Хоффенхайм""",Футбол,Чемпионат Германии,2024-2025
2024-10-07 11:25:00,4,7199,"Чемпионат Германии. ""Штутгарт"" - ""Хоффенхайм""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 37/0  MCH. Чемпионат Германии. ""Штутгарт"" - ""Хоффенхайм""",Футбол,Чемпионат Германии,2024-2025
2024-10-08 22:55:00,4,7199,"Чемпионат Германии. ""Штутгарт"" - ""Хоффенхайм""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 37/0  MCH. Чемпионат Германии. ""Штутгарт"" - ""Хоффенхайм""",Футбол,Чемпионат Германии,2024-2025
2024-10-10 09:20:00,4,7199,"Чемпионат Германии. ""Штутгарт"" - ""Хоффенхайм""",Футбол. Чемпионат Германии (Бундеслига). 2024-2025,Футбол. Чемпионат Германии (Бундеслига). 2024-2025,"MCH. Футбол. Чемпионат Германии (Бундеслига). 2024-2025 37/0  MCH. Чемпионат Германии. ""Штутгарт"" - ""Хоффенхайм""",Футбол,Чемпионат Германии,2024-2025
2024-10-02 12:35:00,12,7199,Баскетбол 3х3. Кубок России. 1/2 финала. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 1/0  MCH. Баскетбол 3х3. Кубок России. 1/2 финала. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-02 21:25:00,12,7199,Баскетбол 3х3. Кубок России. 1/2 финала. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 1/0  MCH. Баскетбол 3х3. Кубок России. 1/2 финала. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-10 10:05:00,12,6599,Баскетбол 3х3. Кубок России. 1/2 финала. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 1/0  MCH. Баскетбол 3х3. Кубок России. 1/2 финала. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-02 12:35:00,13,7199,Баскетбол 3х3. Кубок России. 1/2 финала. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 1/0  MCH. Баскетбол 3х3. Кубок России. 1/2 финала. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-04 00:00:00,1,3059,Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 2/0  MCH. Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-02 14:35:00,12,3299,Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 2/0  MCH. Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-02 23:25:00,12,3299,Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 2/0  MCH. Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-10 11:55:00,12,2999,Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 2/0  MCH. Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-02 14:35:00,13,3299,Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 2/0  MCH. Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-04 18:00:00,13,3599,Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 2/0  MCH. Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-03 05:01:00,13,3599,Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 2/0  MCH. Баскетбол 3х3. Кубок России. Матч за 3-е место. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-04 00:51:00,1,3359,Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 3/0  MCH. Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-02 15:30:00,12,3599,Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 3/0  MCH. Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-03 00:20:00,12,3599,Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 3/0  MCH. Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-10 12:45:00,12,3299,Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 3/0  MCH. Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-02 15:30:00,13,3599,Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 3/0  MCH. Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-05 18:00:00,13,3599,Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 3/0  MCH. Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-10-03 08:05:00,13,3599,Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3. Кубок России. 2024,Баскетбол 3х3. Кубок России. 2024,MCH. Баскетбол 3х3. Кубок России. 2024 3/0  MCH. Баскетбол 3х3. Кубок России. Финал. Трансляция из Сириуса,Баскетбол 3х3 (Стритбол),Кубок России,""
2024-09-30 22:55:00,2,7199,"Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол. Чемпионат Италии Серия А 2024/25,Футбол. Чемпионат Италии Серия А 2024/25,"MCH. Футбол. Чемпионат Италии Серия А 2024/25 63/0  MCH. Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол,Чемпионат Италии,2024-2025
2024-10-01 05:10:00,2,7199,"Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол. Чемпионат Италии Серия А 2024/25,Футбол. Чемпионат Италии Серия А 2024/25,"MCH. Футбол. Чемпионат Италии Серия А 2024/25 63/0  MCH. Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол,Чемпионат Италии,2024-2025
2024-10-01 13:30:00,2,7199,"Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол. Чемпионат Италии Серия А 2024/25,Футбол. Чемпионат Италии Серия А 2024/25,"MCH. Футбол. Чемпионат Италии Серия А 2024/25 63/0  MCH. Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол,Чемпионат Италии,2024-2025
2024-10-02 09:20:00,2,7199,"Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол. Чемпионат Италии Серия А 2024/25,Футбол. Чемпионат Италии Серия А 2024/25,"MCH. Футбол. Чемпионат Италии Серия А 2024/25 63/0  MCH. Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол,Чемпионат Италии,2024-2025
2024-10-05 01:00:00,2,7199,"Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол. Чемпионат Италии Серия А 2024/25,Футбол. Чемпионат Италии Серия А 2024/25,"MCH. Футбол. Чемпионат Италии Серия А 2024/25 63/0  MCH. Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол,Чемпионат Италии,2024-2025
2024-10-02 20:15:00,2,7499,"Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол. Чемпионат Италии Серия А 2024/25,Футбол. Чемпионат Италии Серия А 2024/25,"MCH. Футбол. Чемпионат Италии Серия А 2024/25 63/0  MCH. Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол,Чемпионат Италии,2024-2025
2024-10-03 11:55:00,2,7499,"Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол. Чемпионат Италии Серия А 2024/25,Футбол. Чемпионат Италии Серия А 2024/25,"MCH. Футбол. Чемпионат Италии Серия А 2024/25 63/0  MCH. Чемпионат Италии. ""Парма"" - ""Кальяри""",Футбол,Чемпионат Италии,2024-2025
2024-10-03 20:50:00,1,3899,"Автоспорт. Российская Дрифт серия ""Европа"". Трансляция из Рязани",Автоспорт. РДС Дрифт. 2024,Автоспорт. РДС Дрифт. 2024,"MCH. Автоспорт. РДС Дрифт. 2024 14/0  MCH. Автоспорт. Российская Дрифт серия ""Европа"". Трансляция из Рязани",Авто и мотоспорт: Автоспорт,Всероссийские Соревнования,2024
2024-10-07 01:51:00,1,4139,"Автоспорт. Российская Дрифт серия ""Европа"". Трансляция из Рязани",Автоспорт. РДС Дрифт. 2024,Автоспорт. РДС Дрифт. 2024,"MCH. Автоспорт. РДС Дрифт. 2024 14/0  MCH. Автоспорт. Российская Дрифт серия ""Европа"". Трансляция из Рязани",Авто и мотоспорт: Автоспорт,Всероссийские Соревнования,2024
